,0,1,2,3,4,5,6,7,8,11,12,13
114,NOTARÍA 1, LEON, GUANAJUATO, CARACTER: TITULAR, INDEPENDENCIA 212, CENTRO  LEON, GUANAJUATO, Socio desde: 2008, 01 477 716 0034,notaria1leon@hotmail.com,,
115,NOTARÍA 106, LEON, GUANAJUATO, CARACTER: TITULAR, LUIS DIAZ INFANTE 157, LOS PARAISOS  LEON, GUANAJUATO, Socio desde: 1980, 0147 7717 8472,notaria106c@prodigy.net.mx,,
116,NOTARÍA 2, SAN FELIPE, GUANAJUATO, CARACTER: TITULAR, ALVARO OBREGON 210, CENTRO  SAN FELIPE, GUANAJUATO, Socio desde: 1982, 01 428 685 04 60,mariozavala_perez@hotmail.com,,
117,NOTARÍA 4, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, CALZADA DE LA LUZ 21, ZONA CENTRO  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 2005, 01 415 1549973,cerroblanconotaria@yahoo.com.mx,,
118,NOTARÍA 1, DOLORES HIDALGO, GUANAJUATO, CARACTER: TITULAR, ZACATECAS 42, ZONA CENTRO  DOLORES HIDALGO, GUANAJUATO, Socio desde: 1999, MISMOS,notaria_1@hotmail.com,,
119,NOTARÍA 24, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, AV. ALVARO OBREGON 36, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 1983, ,bala_gomi@hotmail.com,,
120,NOTARÍA 37, CELAYA, GUANAJUATO, CARACTER: TITULAR, ALVARO OBREGON 412, ALAMEDA  CELAYA, GUANAJUATO, Socio desde: 1997, 01 461-613-67-61,chicohma@prodigy.net.mx,,
121,NOTARÍA 4, SAN FRANCISCO DEL RINCON, GUANAJUATO, CARACTER: TITULAR, CALLE JOSEFA ORTIZ DE DOMINGUEZ, PLAZA DIAMANTE 303 G INT. LOCAL 7, CENTRO,  SAN FRANCISCO DEL RINCON, GUANAJUATO,, 'yahoo', 'com.mx');notariopublico04@yahoo.com.mx]
122,NOTARÍA 3, URIANGATO, GUANAJUATO, CARACTER: TITULAR, 5 DE MAYO 7 INT. 5, CENTRO  URIANGATO, GUANAJUATO, Socio desde: 2006, 01 445 457 7651,notariafranco@prodigy.net.mx,,
123,NOTARÍA 22, CELAYA, GUANAJUATO, CARACTER: TITULAR, DANTE 103, RENACIMIENTO  CELAYA, GUANAJUATO, Socio desde: 1998, ,administrativo@notaria22celaya.com,,
124,NOTARÍA 18, GUANAJUATO, GUANAJUATO, CARACTER: TITULAR, PASAJE AGORA DEL BARATILLO DESP 15, CENTRO  GUANAJUATO, GUANAJUATO, Socio desde: 1981, ,noragutierrezmena@prodigy.net.mx,,
125,NOTARÍA 83, LEON, GUANAJUATO, CARACTER: TITULAR, BLVD ADOLFO LOPEZ MATEOS 121 INT. 101, CENTRO  LEON, GUANAJUATO, Socio desde: 2014, ,lizardinieto@hotmail.com,,
126,NOTARÍA 14, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, BOULEVARD DE LA CONSPIRACION 11, FRACCIONAMIENTO LA LUZ  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 2000, LOS MISMOS,notaria14arroyo@prodigy.net.mx,,
127,NOTARÍA 65, LEON, GUANAJUATO, CARACTER: TITULAR, BLVD. ADOLFO LOPEZ MATEOS 825 PTE INT. PLANTA BAJA, OBRERA  LEON, GUANAJUATO, Socio desde: 2004, 01 477 470 7200,ptoriello@toriellonotarias.com.mx,,
128,NOTARÍA 23, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, TRES GUERRAS 520, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 1979, ,notaria23irapuato@hotmail.com,,
129,NOTARÍA 27, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, TRESGUERRAS 520 INT. 1, CENTRO  IRAPUATO, GUANAJUATO, Socio desde: 2000, (01 462) 626-65-86,szp@prodigy.net.mx,,
130,NOTARÍA 16, SALAMANCA, GUANAJUATO, CARACTER: TITULAR, VASCO DE QUIROGA 103-A, CENTRO  SALAMANCA, GUANAJUATO, Socio desde: 1975, 01 464-648-20-47,notariapublica16gto@yahoo.com.mx,,
131,NOTARÍA 7, MOROLEON, GUANAJUATO, CARACTER: TITULAR, PORTAL ALDAMA 3 INT. 8, CENTRO  MOROLEON, GUANAJUATO, Socio desde: 2009, 01 445 45 72380,rene_lemus@hotmail.com,,
132,NOTARÍA 13, SILAO, GUANAJUATO, CARACTER: TITULAR, MADERO 2 INT. ALTOS, ZONA CENTRO  SILAO, GUANAJUATO, Socio desde: 2004, 01 472 722 33 48,razuela2002@hotmail.com,,
133,NOTARÍA 44, CELAYA, GUANAJUATO, CARACTER: TITULAR, BENITO JUAREZ SUR 119, ZONA CENTRO  CELAYA, GUANAJUATO, Socio desde: 1989, (01 461) 613 90-88,notario44celaya@yahoo.com.mx,,
134,NOTARÍA 101, LEON, GUANAJUATO, CARACTER: TITULAR, BLVD. ADOLFO LOPEZ MATEOS 307 OTE, CENTRO  LEON, GUANAJUATO, Socio desde: 1997, 01 477 713 55 33,ricsolis@prodigy.net.mx,,
135,NOTARÍA 36, CELAYA, GUANAJUATO, CARACTER: TITULAR, PASEO DEL BAJIO 603, JARDINES DE CELAYA 3A SECCION  CELAYA, GUANAJUATO, Socio desde: 1971, 01 461 612 2385,romualdoorozcov@hotmail.com,,
136,NOTARÍA 3, HUANIMARO, GUANAJUATO, CARACTER: TITULAR, CALLE HIDALGO S/N, CENTRO  HUANIMARO, GUANAJUATO, Socio desde: 2011, 01 469 692 0102,ravilant3@hotmail.com,,
137,NOTARÍA 12, PENJAMO, GUANAJUATO, CARACTER: TITULAR, MANUEL DOBLADO 14 INT. PLANTA BAJA, CENTRO  PENJAMO, GUANAJUATO, Socio desde: 2008, 01 469 69 20607,rugafa@msn.com,,
138,NOTARÍA 1, ROMITA, GUANAJUATO, CARACTER: TITULAR, ALLENDE 25, CENTRO  ROMITA, GUANAJUATO, Socio desde: 1999, 01 432) 745-20-39,rubennotaria1romita@gmail.com,,
139,NOTARÍA 5, IRAPUATO, GUANAJUATO, CARACTER: TITULAR, EDUARDO FARFAN 656, EUCALIPTOS  IRAPUATO, GUANAJUATO, Socio desde: 2002, 01 462 62 468 35,notariocinco@gmail.com,,
140,NOTARÍA 50, CELAYA, GUANAJUATO, CARACTER: TITULAR, BLVD. ADOLFO LOPEZ MATEOS 1023 PTE INT. ALTOS, ZONA CENTRO  CELAYA, GUANAJUATO, Socio desde: 1992, ,notariap50@gmail.com,,
141,NOTARÍA 5, SAN MIGUEL DE ALLENDE, GUANAJUATO, CARACTER: TITULAR, HOSPICIO 40, CENTRO  SAN MIGUEL DE ALLENDE, GUANAJUATO, Socio desde: 1995, ,sotoguerrero@prodigy.net.mx,,
142,NOTARÍA 3, MOROLEON, GUANAJUATO, CARACTER: TITULAR, DEFENSORES DE MOROLEON EDIF. MALOMA 323 INT. 106, CENTRO  MOROLEON, GUANAJUATO, Socio desde: 1990, ,notariotres@prodigy.net.mx,,
143,NOTARÍA 4, CORTAZAR, GUANAJUATO, CARACTER: TITULAR, JUSTO SIERRA 128, ZONA CENTRO  CORTAZAR, GUANAJUATO, Socio desde: 2008, 01 411 15 5 0969,notaria4cortazar@hotmail.com,,
144,NOTARÍA 110, LEON, GUANAJUATO, CARACTER: TITULAR, TORRE PLAZA 500 INT. DESPACHO 12 PISO C-1, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2014, ,notareg@prodigy.net.mx,,
145,NOTARÍA 6, SALVATIERRA, GUANAJUATO, CARACTER: TITULAR, BENITO JUAREZ 710, CENTRO  SALVATIERRA, GUANAJUATO, Socio desde: 2010, 01 466 663 0582,saulfloresprieto@hotmail.com,,
146,NOTARÍA 10, LEON, GUANAJUATO, CARACTER: TITULAR, ROCIO 311, JARDINES DEL MORAL  LEON, GUANAJUATO, Socio desde: 2002, 01 477 716 13 49,scanocastro1@hotmail.com,,
147,NOTARÍA 4, SALAMANCA, GUANAJUATO, CARACTER: TITULAR, MINATITLAN 216, BELLAVISTA  SALAMANCA, GUANAJUATO, Socio desde: 1998, TEL. Y FAX,spdeltoro@notaria4.net,,
148,NOTARÍA 11, SILAO, GUANAJUATO, CARACTER: TITULAR, HONDA 15 INT. G, CENTRO  SILAO, GUANAJUATO, Socio desde: 2002, 0147 2722 22 91,silao11@prodigy.net.mx,,
149,NOTARÍA 6, SALAMANCA, GUANAJUATO, CARACTER: TITULAR, MINA 210, CENTRO  SALAMANCA, GUANAJUATO, Socio desde: 1998, (01 464) 647-25-10,notpub6@prodigy.net.mx,,
150,NOTARÍA 21, SALAMANCA, GUANAJUATO, CARACTER: TITULAR, PIPILA 111-A INT. DESP 3, CENTRO  SALAMANCA, GUANAJUATO, Socio desde: 1980, 01 464 648-19-25,notaria21@hotmail.com,,
151,NOTARÍA 103, LEON, GUANAJUATO, CARACTER: TITULAR, BLVD. FRANCISCO GONZALEZ BOCANEGRA 301, LEON MODERNO  LEON, GUANAJUATO, Socio desde: 2007, ,notaria103@yahoo.com.mx,,
152,NOTARÍA 6, SAN FRANCISCO DEL RINCON, GUANAJUATO, CARACTER: TITULAR, FRANCICO OROZCO MUÑOZ S/N, ZONA CENTRO  SAN FRANCISCO DEL RINCON, GUANAJUATO, Socio desde: 2018, 01 476 743 56 78,notaria6.sfr@yahoo.com,,
153,NOTARÍA 70, LEON, GUANAJUATO, CARACTER: TITULAR, ROMA 902, ANDRADE  LEON, GUANAJUATO, Socio desde: 2004, 01477 713 8710,notp58@hotmail.com,,
