,0,1,2,3,4,5,6,7,8,11,12,13
489,NOTARÍA 268, CD. MANTE, TAMAULIPAS, CARACTER: TITULAR, CANALES 108 PTE, CENTRO  CD. MANTE, TAMAULIPAS, Socio desde: 1987, ,notaria_268@hotmail.com,,
490,NOTARÍA 32, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE CUARTA 158, ZONA CENTRO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2011, 01 868 812 7437,cynthia@np32.com,,
491,NOTARÍA 134, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, HERRERA 4 Y 5 9, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2000, 01(868) 812-34-00,egarcia@gvasc.com,,
492,NOTARÍA 107, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, PORFIRIO DIAZ NORTE 740, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2015, 01 899 922 4249,notaria107@prodigy.net.mx,,
493,NOTARÍA 248, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, GUADALUPE VICTORIA NORTE 885, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 922 04 18,notariapublica248@prodigy.net.mx,,
494,NOTARÍA 235, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, CUERNAVACA 106, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2007, 01 899 922 4272,emmalicia@hotmail.com,,
495,NOTARÍA 288, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, OBREGON 117 PTE, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1999, 01 833 212 17 32,licpumarejonot288@hotmail.com,,
496,NOTARÍA 12, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, PROLONGACION CALLE TAMPICO 114 INT. 8, FRACC. VISTA HERMOSA  TAMPICO, TAMAULIPAS, Socio desde: 2007, 01 833 217 0644,enriquevillegas_12@hotmail.com,,
497,NOTARÍA 103, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, PRIMERA 244 INT. C, JARDIN  MATAMOROS, TAMAULIPAS, Socio desde: 2010, 01 868 812 0909,info@velardedanache.com,,
498,NOTARÍA 36, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, ALDAMA 1112, SECTOR CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 1999, ,notpub36nl@gmail.com,,
499,NOTARÍA 323, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, HEROES DE NACATAZ 1945, OJO CALIENTE  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2016, 867 7122236,eutimiopuente@yahoo.com.mx,,
500,NOTARÍA 296, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, OCCIDENTAL 508, AMPLIACION RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 995 35 11,notaria296@prodigy.net.mx,,
501,NOTARÍA 91, RIO BRAVO, TAMAULIPAS, CARACTER: TITULAR, CONSTITUCION 107, FRACCIONAMIENTO RIO BRAVO  RIO BRAVO, TAMAULIPAS, Socio desde: 2006, 01 899 934 0269,notariapublica91@hotmail.com,,
502,NOTARÍA 265, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, SAUCE 201, ALTAVISTA  TAMPICO, TAMAULIPAS, Socio desde: 2005, 0183 3213 2270,fbarreraglz@notaria265.com,,
503,NOTARÍA 305, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, HERON RAMIREZ 375 INT. A, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2005, TELS. Y FAX,licfgttitular@notaria305.com.mx,,
504,NOTARÍA 63, VALLE HERMOSO, TAMAULIPAS, CARACTER: TITULAR, EDUARDO CHAVEZ S/N INT. ALTOS, CENTRO  VALLE HERMOSO, TAMAULIPAS, Socio desde: 2000, 0189 4842 0763,notaria63vh2003@yahoo.com.mx,,
505,NOTARÍA 68, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, COLON 360 OTE, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2005, 01 899 922 49 68,gabriel@soberon.com.mx,,
506,NOTARÍA 256, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, CARRETERA TAMPICO MANTE 604 INT. LOCAL 1, MEXICO  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 228 5660,notariapublica256@prodigy.net.mx,,
507,NOTARÍA 56, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, COAHUILA 3705, JUAREZ  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2009, 01 867 715 3315,gccnot@hotmail.com,,
508,NOTARÍA 34, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, RÍO MANTE 2420 INT. DESP. 9, PROL. LONGORIA  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 9233637,notaria@notariapublica34.mx,,
509,NOTARÍA 319, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, CALLE ANAYA OTE. 1193, FRACCIONAMIENTO RESIDENCIAL LAS PALMAS  CD. VICTORIA, TAMAULIPAS, Socio desde: 2009, 01 834 314 2595,nota319@hotmail.com,,
510,NOTARÍA 157, ALTAMIRA, TAMAULIPAS, CARACTER: TITULAR, QUINTERO 14 INT. B, ZONA CENTRO  ALTAMIRA, TAMAULIPAS, Socio desde: 1998, 01(833)2-64-23-68,oficina@notaria157.mx,,
511,NOTARÍA 301, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, COLON 300, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2018, 01 899 922 60 53,notaria_301@hotmail.com,,
512,NOTARÍA 119, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, COLON EDIF. C.I.S.A. 201 NORTE INT. DESP. 108, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1980, ,diaz_dolly@prodigy.net.mx,,
513,NOTARÍA 123, RIO BRAVO, TAMAULIPAS, CARACTER: TITULAR, AV. SONORA 326, FRACC. RIO BRAVO, ZONA CENTRO  RIO BRAVO, TAMAULIPAS, Socio desde: 1980,, 'com.mx');notaria123@yahoo.com.mx],
514,NOTARÍA 18, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, MORELOS 815 OTE, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2000, ,notaria18@gmail.com,,
515,NOTARÍA 23, TAMPICO, TAMAULIPAS, CARACTER: ADSCRITO, ANDADOR DE LAS ROSAS 22-A INT. CENTRO COMERCIAL PLAZA PALMAS, PETROLERA  TAMPICO, TAMAULIPAS, Socio desde: 2015, 833 227 2727,np23tampico@gmail.com,,
516,NOTARÍA 310, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, AV HIDALGO 5100 INT. EDIFICIO GAMA, FRACC. CHAIREL PETROLERA  TAMPICO, TAMAULIPAS, Socio desde: 2013, ,galvannotario310@gmail.com,,
517,NOTARÍA 232, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, ALVARO OBREGON 103 OTE INT. DESP. 206 , ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2012, 01833 212 3662,notaria_232@hotmail.com,,
518,NOTARÍA 33, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE GONZALEZ 604 INT. ALTOS, ZONA CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2004, 01 868 813 80 34,j.martinez@notaria33tamaulipas.com.mx,,
519,NOTARÍA 202, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, OLMOS 210 NTE, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2004, 01 833 212 42 42,jacruz37@hotmail.com,,
520,NOTARÍA 136, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, MONTERREY 255 OTE INT. ALTOS, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 1993, LOS MISMOS,jesus_cardoza@hotmail.com,,
521,NOTARÍA 299, H. MATAMOROS, TAMAULIPAS, CARACTER: ADSCRITO, CALLE CUARTA 1307, ZONA CENTRO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2011, 01 868 816 2654,pedro299@prodigy.net.mx,,
522,NOTARÍA 306, VICTORIA, TAMAULIPAS, CARACTER: ADSCRITO, EMETERIO B. GOMEZ 1325, FRACC. LOS ARCOS  VICTORIA, TAMAULIPAS, Socio desde: 2018, 01 834 186 23 28,lopezsaldivar01@gmail.com,,
523,NOTARÍA 156, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, OLIVIA RAMIREZ 809, FRACCIONAMIENTO SIERRA GORDA  VICTORIA, TAMAULIPAS, Socio desde: 2011, ,lic_roche@yahoo.com,,
524,NOTARÍA 1, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, FRAY ANDRES DE OLMOS 106 NTE INT. ALTOS, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1999, 01 833 212 13 99,joaquin@arguellesnotaria.com,,
525,NOTARÍA 271, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, AV. AYUNTAMIENTO 2013, VERGEL  TAMPICO, TAMAULIPAS, Socio desde: 2010, 01 833 213 1455,recepcion@notaria271.com.mx,,
526,NOTARÍA 120, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, PROLONGACION LAGO DE CHAPALA 5629 INT. 2, FRACC. LOS ENCINOS  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2010, ,jorgecerna@hotmail.com,,
527,NOTARÍA 150, MATAMOROS, TAMAULIPAS, CARACTER: ASPIRANTE, QUINTA 1510, ZONA CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 1994, 01(868)812 2472,jvelarde@notariojvelarde.com,,
528,NOTARÍA 82, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, JUAN B. TIJERINA 639 SUR, GUADALUPE MAINERO  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2018, 01834 315 14 14,jricardo76@hotmail.com,,
529,NOTARÍA 140, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, AV. TIBURCIO GARZA ZAMORA 945, FERNANDEZ GOMEZ  REYNOSA, TAMAULIPAS, Socio desde: 2006, 01 899 922 4702,garciajg@np140.mx,,
530,NOTARÍA 188, NUEVO LAREDO, TAMAULIPAS, CARACTER: ADSCRITO, OAXACA 4157, ANAHUAC  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2006, 01 867 719 3015,llara@notaria188.com.mx,,
531,NOTARÍA 162, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, RIO CONCHOS 414 ALTOS, SAN FRANCISCO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2014, ,notaria162@hotmail.com,,
532,NOTARÍA 116, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, BLVD. LOMA REAL 407, FRACC. LOMAS DEL CHAIREL  TAMPICO, TAMAULIPAS, Socio desde: 1983, LOS MISMOS,jmhaces@hotmail.com,,
533,NOTARÍA 204, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, C. EMILIANO P. NAFARRETE , SAN FRANCISCO  VICTORIA, TAMAULIPAS, Socio desde: 2011, 01 834 315 7000,licjosema@hotmail.com,,
534,NOTARÍA 196, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, ANAHUAC 2217, MADERO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2011, 01 867 719 0307,notario@notaria196.mx,,
535,NOTARÍA 252, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, IGNACIO ZARAGOZA 265 INT. LOCAL 1, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 1996, 01(899)922-82-89,notaria252_cp@prodigy.net.mx,,
536,NOTARÍA 155, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, OBREGON 509 PONIENTE, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 21 25 466,notaria155jrg@prodigy.net.mx,,
537,NOTARÍA 110, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, VICTORIA 5 Y 6 57, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2007, 01 868 812 3732,tommarin_notaria110@hotmail.com,,
538,NOTARÍA 274, REYNOSA, TAMAULIPAS, CARACTER: ADSCRITO, JUAN B TIJERINA 310, RIBEREÑA  REYNOSA, TAMAULIPAS, Socio desde: 2011, ,juan-mtzceballos@hotmail.com,,
539,NOTARÍA 29, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, MACLOVIO HERRERA 2140, FRACCIONAMIENTO OJO CALIENTE  NUEVO LAREDO, TAMAULIPAS, Socio desde: 1994, 01 867 713 50 98,garciaurteaga@yahoo.com.mx,,
540,NOTARÍA 176, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, PINO SUAREZ NORTE 609, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2008, LOS MISMOS,jjluna488@hotmail.com,,
541,NOTARÍA 3, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, AV. ALVARO OBREGON 12 INT. DESP 219, JARDIN  H. MATAMOROS, TAMAULIPAS, Socio desde: 2006, 01 868 812 0625,notaria3jmgz@hotmail.com,,
542,NOTARÍA 171, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, LUCIANO GUERRERO 101, LAURO AGUIRRE  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 214 13 84,julian@notaria171tampico.com,,
543,NOTARÍA 105, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, HIDALGO 2804, AGUILA  TAMPICO, TAMAULIPAS, Socio desde: 2011, 01 833 375 0455,notaria105tampico@hotmail.com,,
544,NOTARÍA 254, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, HERRERA 703, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2005, 0186 8813 7074,lauramaelia@hotmail.com,,
545,NOTARÍA 113, TAMPICO, TAMAULIPAS, CARACTER: ADSCRITO, AQUILES SERDAN 119 SUR, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2010, 01 833 212 1485,npcorona@prodigy.net.mx,,
546,NOTARÍA 173, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, EUCALIPTO 104, ALTAVISTA  TAMPICO, TAMAULIPAS, Socio desde: 2010, MISMOS EXT. 104,licliliana@prodigy.net.mx,,
547,NOTARÍA 109, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, 4A. ABASOLO Y MATAMOROS 169, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 1994, TEL Y FAX,lucianoramirezg@hotmail.com,,
548,NOTARÍA 40, MANTE, TAMAULIPAS, CARACTER: TITULAR, OCAMPO 102 NTE, ZONA CENTRO  MANTE, TAMAULIPAS, Socio desde: 2004, 01 831 232 88 93,luisangel40@prodigy.net.mx,,
549,NOTARÍA 259, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, VERACRUZ 397, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2010, 899 922 4009,notaria259@bhlex.mx,,
550,NOTARÍA 58, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, CERO Y DOBLE CERO JUAREZ 1923, HIDALGO  VICTORIA, TAMAULIPAS, Socio desde: 2011, ,lavin_neto@hotmail.com,,
551,NOTARÍA 228, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, HIDALGO 337 INT. A, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2006, 01 834-31 51 967,notaria228@hotmail.com,,
552,NOTARÍA 197, MANTE, TAMAULIPAS, CARACTER: TITULAR, OCAMPO 300 NTE, ZONA CENTRO  MANTE, TAMAULIPAS, Socio desde: 2004, 01 83 12 32 21 45,notaria197@hotmail.com,,
553,NOTARÍA 247, MANTE, TAMAULIPAS, CARACTER: TITULAR, HIDALGO SUR 518, CENTRO  MANTE, TAMAULIPAS, Socio desde: 2017, 8312 322553,luisperfecto@prodigy.net.mx,,
554,NOTARÍA 262, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, ALVARO OBREGON 116-A OTE., ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1996, ,quintana_labra@hotmail.com,,
555,NOTARÍA 72, MATAMOROS, TAMAULIPAS, CARACTER: ADSCRITO, 7A. MORELOS Y GONZALEZ 120 INT. A, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2007, 01868 81 22437,notaria72tam@prodigy.net.mx,,
556,NOTARÍA 77, RIO BRAVO, TAMAULIPAS, CARACTER: ADSCRITO, CHIHUHUA 700, ZONA CENTRO  RIO BRAVO, TAMAULIPAS, Socio desde: 2006, 01 899 934 8811,notaria77tamaulipas@hotmail.com,,
557,NOTARÍA 206, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, AV. HIDALGO 950 OTE, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 1995, 01 834 312 07 80,contactos_np@notaria206.com,,
558,NOTARÍA 218, VALLE HERMOSO, TAMAULIPAS, CARACTER: ADSCRITO, CALLE PRIMERO DE MAYO 309, CENTRO  VALLE HERMOSO, TAMAULIPAS, Socio desde: 2009, 01 894 842 1018,l_delafuente50@hotmail.com,,
559,NOTARÍA 316, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, 10 Y 11 OLIVIA RAMIREZ 727, FRACCIONAMIENTO SIERRA GORDA  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2010, ,notariapublica316@hotmail.com,,
560,NOTARÍA 325, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, GUERRERO 523, CENTRO  VICTORIA, TAMAULIPAS, Socio desde: 2011, 01 834 134 1874,nptam325@hotmail.com,,
561,NOTARÍA 149, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, GUTIERREZ 3314, CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2017, 867-7121646,notaria149@yahoo.com.mx,,
562,NOTARÍA 20, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, EDUARDO PEREZ CASTAÑEDA 919 INT. LOCAL 10, FRACC. VILLARREAL  VICTORIA, TAMAULIPAS, Socio desde: 2017, 01 834 11 01 575,notariapublica20victoria@gmail.com,,
563,NOTARÍA 283, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, SINALOA 214-D, PERIODISTA  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2017, 01 834 314 6689,mansursanchezabogados@gmail.com,,
564,NOTARÍA 129, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, MACLOVIO HERRERA 2032, FERROCARRIL  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2000, ,themis_andalco@hotmail.com,,
565,NOTARÍA 267, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, FRAY ANDRES DE OLMOS 106 NTE, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2000, ,lourdes@arguellesnotaria.com,,
566,NOTARÍA 225, H. MATAMOROS, TAMAULIPAS, CARACTER: ADSCRITO, C. LAGUNA STA.MARIA 115, SAN FRANCISCO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2000, 0186 8813 8109,liccarmen14@hotmail.com,,
567,NOTARÍA 261, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, MATIAS S CANALES 517, GUADALUPE MAINERO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2000, 0183 4312 2897,quintero_mc@hotmail.com,,
568,NOTARÍA 124, CD. VICTORIA, TAMAULIPAS, CARACTER: SUPLENTE, MANUEL GONZALEZ JR. 310 NTE, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2009, 01 834 31 22216,garzarivaseduardo@hotmail.com,,
569,NOTARÍA 6, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, EMILIANO P NAFARRETE 330, ZONA CENTRO  VICTORIA, TAMAULIPAS, Socio desde: 2013, ,notariapublica6@hotmail.com,,
570,NOTARÍA 21, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, GARDENIA 100-A, FLORES  TAMPICO, TAMAULIPAS, Socio desde: 2010, ,marines_leal@hotmail.com,,
571,NOTARÍA 37, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE CUARTA 171, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2007, 01 868 812 5068,malago44@prodigy.net.mx,,
572,NOTARÍA 97, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, DOCTOR MIER 3113, CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2006, 01 867 712 1817,licmario_a_gzz@hotmail.com,,
573,NOTARÍA 249, RIO BRAVO, TAMAULIPAS, CARACTER: TITULAR, CONSTITUCION 600, CENTRO  RIO BRAVO, TAMAULIPAS, Socio desde: 2005, 01 899 93 403 80,marlo.44@hotmail.com,,
574,NOTARÍA 41, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, FRANCISCO I. MADERO NTE 750, CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2000, ,notariamercedes@hotmail.com,,
575,NOTARÍA 302, ALTAMIRA, TAMAULIPAS, CARACTER: ADSCRITO, MATAMOROS 106 A SUR, ALTAMIRA  ALTAMIRA, TAMAULIPAS, Socio desde: 2018, 01 833 26 48 632,notaria_302@hotmail.com,,
576,NOTARÍA 45, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: ADSCRITO, MATIAS S. CANALES 825, ZONA CENTRO  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2009, 01 834 314 6932,msanchez720412@hotmail.com,,
577,NOTARÍA 59, MADERO, TAMAULIPAS, CARACTER: TITULAR, GENOVEVO RIVAS GULLEN 103 SUR INT. ALTOS, ZONA CENTRO  MADERO, TAMAULIPAS, Socio desde: 2008, 01 833 215 0079,mavilaluna@prodigy.net.mx,,
578,NOTARÍA 270, REYNOSA, TAMAULIPAS, CARACTER: ADSCRITO, CALLE GUERRERO 540 OTE INT. ALTOS, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2005, 01 899 922 42 11,notariapublica270@gmail.com,,
579,NOTARÍA 92, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, PEDRO J. MENDEZ 425, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 1984, ,notaria_92@prodigy.net.mx,,
580,NOTARÍA 307, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, CALLE ANAHUAC 2217, AMPLIACION MADERO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2005, 01 867 719 03 07,notario@notaria307.com,,
581,NOTARÍA 83, CD. MADERO, TAMAULIPAS, CARACTER: TITULAR, AV. PRIMERO DE MAYO 602 PTE INT. ALTOS, PRIMERO DE MAYO  CD. MADERO, TAMAULIPAS, Socio desde: 2005, 01 833 215 09 76 Y 216 5,galvannotario@yahoo.com.mx,,
582,NOTARÍA 112, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, 20 DE NOVIEMBRE 1680, SECTOR CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2016, 867 196 5235,notariapublica112@hotmail.com,,
583,NOTARÍA 82, VICTORIA, TAMAULIPAS, CARACTER: ADSCRITO, GONZALEZ E HINOJOSA 8, GUADALUPE MAINERO  VICTORIA, TAMAULIPAS, Socio desde: 2016, 8341751439,p_gomezu@hotmail.com,,
584,NOTARÍA 172, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, AVENIDA HIDALGO 1807 INT. 1, AURORA  TAMPICO, TAMAULIPAS, Socio desde: 2011, 01 833 217 5867,notaria.publica.172@hotmail.com,,
585,NOTARÍA 313, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, BOULEVARD LOMA REAL S/N INT. LOCAL 1, FRACC. LOMAS DEL CHAIREL  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 214 8227,ppacheco@notaria313.com,,
586,NOTARÍA 48, VICTORIA, TAMAULIPAS, CARACTER: ADSCRITO, 13 Y 14 CARRERA TORRES 403, CENTRO  VICTORIA, TAMAULIPAS, Socio desde: 2006, 01 834 316 9068,rdzyrdza@hotmail.com,,
587,NOTARÍA 73, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, EMILIANO P. NAFARRETE (14) 320 NTE, ZONA CENTRO  VICTORIA, TAMAULIPAS, Socio desde: 2006, 01 834 312 8925,rtorreshinojosa@prodigy.net.mx,,
588,NOTARÍA 209, CD. MADERO, TAMAULIPAS, CARACTER: TITULAR, MORELIA 101 SUR INT. ALTOS DESP 5, PRIMERO DE MAYO  CD. MADERO, TAMAULIPAS, Socio desde: 2005, 0183 3210 0303,notaria209@hotmail.com,,
589,NOTARÍA 78, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, RIO BRAVO 105, SAN FRANCISCO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2015, ,rgonzalez@ggabogados.com,,
590,NOTARÍA 66, MIGUEL ALEMAN, TAMAULIPAS, CARACTER: TITULAR, CALLE OCTAVA 306 NTE, ZONA CENTRO  MIGUEL ALEMAN, TAMAULIPAS, Socio desde: 2010, 01 897 972 1069,enrique.notaria@gmail.com,,
591,NOTARÍA 13, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, ALVARO OBREGON 116 OTE INT. ALTOS, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2009, 01 833 212 4909,notaria13tampico@hotmail.com,,
592,NOTARÍA 106, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, SONORA 2035 INT. 1, GUERRERO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 1995, 01 867 715.32.77,rflores@notaria106nld.com,,
593,NOTARÍA 144, NUEVO LAREDO, TAMAULIPAS, CARACTER: ADSCRITO, RIO TAMESI 3628, MADERO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2011, 01 867 719 3074,rdelafuente144@gmail.com,,
594,NOTARÍA 90, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, MADERO 3156, CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 1994, ,notariapublica90@prodigy.net.mx,,
595,NOTARÍA 7, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE PRIMERA 1210, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 1994, LOS DOS TELEFONOS,revyas@prodigy.net.mx,,
596,NOTARÍA 321, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, TEHUANTEPEC 518, AMPLIACION RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2011, 01 899 920 5836,hirodriguez@yahoo.com,,
597,NOTARÍA 281, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, CALLE B. JUAREZ 601, CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2004, 0183 4312 6639,delavina@prodigy.net.mx,,
598,NOTARÍA 216, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, DR. GOCHICOA 211 NTE, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1995, 01(833)2-12-68-98,rigoberto216@hotmail.com,,
599,NOTARÍA 304, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, JUCHITAN 500 INT. II, AMPLIACION RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2005, 01 899 924 92 85,notaria304@hotmail.com,,
600,NOTARÍA 69, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, BLVD MORELOS 700, ANZALDUAS  REYNOSA, TAMAULIPAS, Socio desde: 2016, 8999220539,paras-np69@hotmail.com,,
601,NOTARÍA 165, MADERO, TAMAULIPAS, CARACTER: ADSCRITO, ALLENDE 200 NTE, ZONA CENTRO  MADERO, TAMAULIPAS, Socio desde: 2009, 01 833 215 29 22,rbonilla@bonilla.com.mx,,
